C,Tick,D,O,H,L,A,V
0.292,1721664000,2024-07-23 00:00:00,0.302,0.302,0.292,466983900,15752350
0.302,1721577600,2024-07-22 00:00:00,0.3,0.305,0.298,386829100,12794750
0.3,1721318400,2024-07-19 00:00:00,0.298,0.302,0.296,377871700,12630310
0.299,1721232000,2024-07-18 00:00:00,0.295,0.3,0.293,520084300,17512850
0.296,1721145600,2024-07-17 00:00:00,0.29,0.297,0.289,521918600,17785120
0.29,1721059200,2024-07-16 00:00:00,0.289,0.291,0.288,251312900,8681586
0.29,1720972800,2024-07-15 00:00:00,0.293,0.295,0.288,306068400,10525240
0.295,1720713600,2024-07-12 00:00:00,0.295,0.298,0.293,367568700,12456500
0.294,1720627200,2024-07-11 00:00:00,0.288,0.296,0.288,622072300,21249530
0.285,1720540800,2024-07-10 00:00:00,0.283,0.288,0.282,322710800,11303130
0.285,1720454400,2024-07-09 00:00:00,0.282,0.286,0.278,468842600,16627280
0.283,1720368000,2024-07-08 00:00:00,0.291,0.291,0.282,412675700,14439850
0.292,1720108800,2024-07-05 00:00:00,0.283,0.293,0.282,562868000,19559450
0.285,1720022400,2024-07-04 00:00:00,0.29,0.291,0.283,410075800,14321200
0.289,1719936000,2024-07-03 00:00:00,0.292,0.293,0.288,454511100,15668590
0.293,1719849600,2024-07-02 00:00:00,0.296,0.297,0.291,409986700,13962720
0.297,1719763200,2024-07-01 00:00:00,0.297,0.298,0.291,410132500,13922720
0.297,1719504000,2024-06-28 00:00:00,0.299,0.304,0.296,441264000,14727170
0.301,1719417600,2024-06-27 00:00:00,0.304,0.305,0.3,297967000,9880112
0.306,1719331200,2024-06-26 00:00:00,0.299,0.306,0.297,381341500,12645010
0.3,1719244800,2024-06-25 00:00:00,0.301,0.303,0.297,470451900,15690530
0.302,1719158400,2024-06-24 00:00:00,0.303,0.305,0.301,369193200,12194730
0.306,1718899200,2024-06-21 00:00:00,0.304,0.307,0.303,376530300,12369790
0.306,1718812800,2024-06-20 00:00:00,0.309,0.312,0.305,450645800,14647360
0.31,1718726400,2024-06-19 00:00:00,0.313,0.313,0.309,362974800,11699760
0.313,1718640000,2024-06-18 00:00:00,0.316,0.317,0.311,468937500,14967340
0.316,1718553600,2024-06-17 00:00:00,0.315,0.316,0.314,236965500,7518391
0.318,1718294400,2024-06-14 00:00:00,0.319,0.32,0.313,521135200,16500730
0.32,1718208000,2024-06-13 00:00:00,0.325,0.325,0.319,301926000,9403383
0.324,1718121600,2024-06-12 00:00:00,0.322,0.327,0.32,387194500,11954380
0.323,1718035200,2024-06-11 00:00:00,0.319,0.323,0.316,341448500,10706950
0.32,1717689600,2024-06-07 00:00:00,0.322,0.324,0.318,346655600,10823280
0.321,1717603200,2024-06-06 00:00:00,0.327,0.328,0.32,401691900,12426100
0.327,1717516800,2024-06-05 00:00:00,0.326,0.33,0.324,358560400,10948950
0.327,1717430400,2024-06-04 00:00:00,0.321,0.327,0.32,357039700,11013990
0.322,1717344000,2024-06-03 00:00:00,0.324,0.325,0.32,326097400,10125310
0.325,1717084800,2024-05-31 00:00:00,0.326,0.328,0.324,321191600,9850135
0.325,1716998400,2024-05-30 00:00:00,0.324,0.326,0.322,237791400,7337376
0.325,1716912000,2024-05-29 00:00:00,0.324,0.327,0.323,287618000,8848887
0.324,1716825600,2024-05-28 00:00:00,0.327,0.328,0.324,344546900,10573840
0.329,1716739200,2024-05-27 00:00:00,0.329,0.33,0.323,398931800,12235220
0.328,1716480000,2024-05-24 00:00:00,0.331,0.334,0.328,347075900,10511300
0.333,1716393600,2024-05-23 00:00:00,0.336,0.337,0.331,366455400,10984830
0.337,1716307200,2024-05-22 00:00:00,0.339,0.34,0.335,403968700,11967050
0.338,1716220800,2024-05-21 00:00:00,0.342,0.342,0.337,267381700,7890255
0.343,1716134400,2024-05-20 00:00:00,0.34,0.343,0.34,336710800,9861499
0.34,1715875200,2024-05-17 00:00:00,0.34,0.343,0.337,324860600,9575515
0.341,1715788800,2024-05-16 00:00:00,0.341,0.344,0.338,312243300,9150136
0.34,1715702400,2024-05-15 00:00:00,0.346,0.346,0.34,342443700,9993396
0.348,1715616000,2024-05-14 00:00:00,0.343,0.349,0.342,398393200,11475180
0.343,1715529600,2024-05-13 00:00:00,0.348,0.349,0.342,354667200,10289530
0.345,1715270400,2024-05-10 00:00:00,0.348,0.349,0.343,383911700,11116310
0.348,1715184000,2024-05-09 00:00:00,0.344,0.349,0.343,395151300,11401550
0.344,1715097600,2024-05-08 00:00:00,0.348,0.35,0.344,408913600,11811380
0.348,1715011200,2024-05-07 00:00:00,0.347,0.349,0.345,349711500,10068270
0.347,1714924800,2024-05-06 00:00:00,0.341,0.349,0.341,573610100,16591960
0.337,1714406400,2024-04-30 00:00:00,0.338,0.34,0.336,352717600,10451690
0.34,1714320000,2024-04-29 00:00:00,0.331,0.342,0.33,568932700,16867670
0.331,1714060800,2024-04-26 00:00:00,0.321,0.331,0.321,538457800,16450570
0.322,1713974400,2024-04-25 00:00:00,0.319,0.325,0.318,348847200,10833270
0.321,1713888000,2024-04-24 00:00:00,0.319,0.321,0.317,305647100,9569958
0.321,1713801600,2024-04-23 00:00:00,0.316,0.322,0.314,439697900,13833860
0.317,1713715200,2024-04-22 00:00:00,0.311,0.319,0.311,273157100,8642595
0.313,1713456000,2024-04-19 00:00:00,0.316,0.317,0.31,333940600,10664270
0.317,1713369600,2024-04-18 00:00:00,0.316,0.322,0.314,357568300,11228350
0.318,1713283200,2024-04-17 00:00:00,0.313,0.319,0.312,391223300,12381610
0.313,1713196800,2024-04-16 00:00:00,0.319,0.32,0.312,421196200,13348580
0.321,1713110400,2024-04-15 00:00:00,0.319,0.324,0.318,351276300,10922460
0.319,1712851200,2024-04-12 00:00:00,0.323,0.325,0.318,311396300,9696984
0.323,1712764800,2024-04-11 00:00:00,0.323,0.326,0.321,383614900,11871220
0.325,1712678400,2024-04-10 00:00:00,0.33,0.33,0.324,266182700,8150322
0.331,1712592000,2024-04-09 00:00:00,0.325,0.332,0.323,392007200,11973890
0.324,1712505600,2024-04-08 00:00:00,0.331,0.331,0.324,420115800,12858790
0.334,1712073600,2024-04-03 00:00:00,0.336,0.337,0.333,242461100,7247508
0.335,1711987200,2024-04-02 00:00:00,0.34,0.341,0.335,271093700,8059389
0.34,1711900800,2024-04-01 00:00:00,0.335,0.341,0.334,349576600,10347020
0.335,1711641600,2024-03-29 00:00:00,0.334,0.336,0.332,248174500,7441377
0.335,1711555200,2024-03-28 00:00:00,0.335,0.339,0.332,423063100,12629820
0.336,1711468800,2024-03-27 00:00:00,0.339,0.341,0.335,349821600,10339660
0.339,1711382400,2024-03-26 00:00:00,0.342,0.343,0.337,382643400,11265000
0.343,1711296000,2024-03-25 00:00:00,0.346,0.35,0.342,281012600,8123570
0.345,1711036800,2024-03-22 00:00:00,0.351,0.352,0.344,386645600,11146770
0.353,1710950400,2024-03-21 00:00:00,0.358,0.358,0.352,301656900,8511454
0.357,1710864000,2024-03-20 00:00:00,0.357,0.36,0.354,311146900,8732360
0.358,1710777600,2024-03-19 00:00:00,0.36,0.361,0.357,252553000,7037569
0.362,1710691200,2024-03-18 00:00:00,0.358,0.362,0.353,379800900,10604960
0.358,1710432000,2024-03-15 00:00:00,0.357,0.363,0.354,344639300,9641877
0.36,1710345600,2024-03-14 00:00:00,0.365,0.368,0.356,505756300,13961220
0.359,1710259200,2024-03-13 00:00:00,0.361,0.362,0.356,316465300,8829855
0.362,1710172800,2024-03-12 00:00:00,0.358,0.364,0.357,580555400,16081930
0.356,1710086400,2024-03-11 00:00:00,0.346,0.357,0.345,567347700,16158270
0.346,1709827200,2024-03-08 00:00:00,0.345,0.348,0.342,334667900,9702126
0.344,1709740800,2024-03-07 00:00:00,0.355,0.355,0.344,620988400,17730940
0.36,1709654400,2024-03-06 00:00:00,0.358,0.362,0.355,336684000,9393535
0.36,1709568000,2024-03-05 00:00:00,0.36,0.361,0.358,368411600,10255920
0.363,1709481600,2024-03-04 00:00:00,0.356,0.367,0.355,561549600,15534160
0.355,1709222400,2024-03-01 00:00:00,0.358,0.358,0.353,387394100,10892770
0.358,1709136000,2024-02-29 00:00:00,0.349,0.359,0.348,419048000,11844330
0.35,1709049600,2024-02-28 00:00:00,0.357,0.365,0.35,626294500,17417090
0.356,1708963200,2024-02-27 00:00:00,0.351,0.357,0.349,415986000,11792840
0.353,1708876800,2024-02-26 00:00:00,0.35,0.357,0.348,395103800,11204510
0.351,1708617600,2024-02-23 00:00:00,0.351,0.352,0.347,296789200,8497600
0.352,1708531200,2024-02-22 00:00:00,0.351,0.353,0.349,382684200,10915400
0.353,1708444800,2024-02-21 00:00:00,0.347,0.358,0.345,483009200,13690360
0.348,1708358400,2024-02-20 00:00:00,0.345,0.351,0.344,306750500,8820869
0.347,1708272000,2024-02-19 00:00:00,0.351,0.352,0.343,454894300,13127990
0.351,1707321600,2024-02-08 00:00:00,0.352,0.36,0.348,488784400,13798780
0.351,1707235200,2024-02-07 00:00:00,0.341,0.352,0.34,659181100,18901440
0.339,1707148800,2024-02-06 00:00:00,0.312,0.339,0.312,666788200,20307290
0.316,1707062400,2024-02-05 00:00:00,0.309,0.324,0.301,617438300,19843920
0.313,1706803200,2024-02-02 00:00:00,0.325,0.328,0.305,548143900,17310020
0.325,1706716800,2024-02-01 00:00:00,0.32,0.33,0.319,409174900,12613460
0.322,1706630400,2024-01-31 00:00:00,0.33,0.33,0.321,461211600,14210630
0.331,1706544000,2024-01-30 00:00:00,0.335,0.338,0.33,379605500,11356310
0.338,1706457600,2024-01-29 00:00:00,0.346,0.349,0.336,534036900,15615490
0.345,1706198400,2024-01-26 00:00:00,0.358,0.362,0.342,726120800,20637110
0.36,1706112000,2024-01-25 00:00:00,0.354,0.361,0.351,492408400,13825840
0.356,1706025600,2024-01-24 00:00:00,0.353,0.356,0.345,444315800,12661050
0.351,1705939200,2024-01-23 00:00:00,0.347,0.354,0.346,429072400,12243140
0.348,1705852800,2024-01-22 00:00:00,0.361,0.362,0.346,534965600,15108990
0.362,1705593600,2024-01-19 00:00:00,0.36,0.365,0.36,373324200,10306980
0.363,1705507200,2024-01-18 00:00:00,0.357,0.363,0.352,504381400,14182970
0.36,1705420800,2024-01-17 00:00:00,0.367,0.368,0.358,387372900,10677540
0.369,1705334400,2024-01-16 00:00:00,0.369,0.37,0.363,401462200,10959810
0.37,1705248000,2024-01-15 00:00:00,0.368,0.374,0.367,261443000,7050373
0.37,1704988800,2024-01-12 00:00:00,0.373,0.377,0.37,284335200,7612587
0.376,1704902400,2024-01-11 00:00:00,0.372,0.377,0.37,421116500,11274760
0.369,1704816000,2024-01-10 00:00:00,0.368,0.373,0.365,362122400,9799347
0.369,1704729600,2024-01-09 00:00:00,0.369,0.373,0.367,377804800,10234420
0.368,1704643200,2024-01-08 00:00:00,0.372,0.373,0.368,357931700,9665217
0.374,1704384000,2024-01-05 00:00:00,0.38,0.381,0.372,471631600,12537590
0.38,1704297600,2024-01-04 00:00:00,0.383,0.384,0.378,381217600,10028720
0.384,1704211200,2024-01-03 00:00:00,0.385,0.388,0.382,273449200,7110760
0.387,1704124800,2024-01-02 00:00:00,0.391,0.392,0.384,339299500,8781869
0.39,1703779200,2023-12-29 00:00:00,0.39,0.393,0.389,420962000,10767760
0.391,1703692800,2023-12-28 00:00:00,0.38,0.391,0.378,626688600,16229920
0.38,1703606400,2023-12-27 00:00:00,0.379,0.381,0.376,329788700,8716864
0.378,1703520000,2023-12-26 00:00:00,0.383,0.384,0.377,373393400,9842404
0.384,1703433600,2023-12-25 00:00:00,0.381,0.385,0.38,248557100,6492188
0.382,1703174400,2023-12-22 00:00:00,0.385,0.386,0.38,478854800,12514140
0.386,1703088000,2023-12-21 00:00:00,0.382,0.387,0.381,492871600,12820130
0.385,1703001600,2023-12-20 00:00:00,0.387,0.39,0.384,297482100,7693636
0.387,1702915200,2023-12-19 00:00:00,0.389,0.389,0.384,439982400,11387490
0.389,1702828800,2023-12-18 00:00:00,0.388,0.394,0.386,484883900,12446820
0.39,1702569600,2023-12-15 00:00:00,0.393,0.395,0.387,562625700,14393140
0.391,1702483200,2023-12-14 00:00:00,0.396,0.4,0.391,443183800,11218090
0.394,1702396800,2023-12-13 00:00:00,0.397,0.399,0.393,411628500,10393550
0.398,1702310400,2023-12-12 00:00:00,0.401,0.402,0.396,348040200,8737881
0.402,1702224000,2023-12-11 00:00:00,0.398,0.403,0.394,385613200,9692851
0.401,1701964800,2023-12-08 00:00:00,0.394,0.402,0.392,433975700,10939000
0.396,1701878400,2023-12-07 00:00:00,0.397,0.398,0.392,391802600,9925966
0.397,1701792000,2023-12-06 00:00:00,0.396,0.401,0.394,381175100,9610385
0.396,1701705600,2023-12-05 00:00:00,0.401,0.404,0.395,617084300,15453900
0.403,1701619200,2023-12-04 00:00:00,0.414,0.414,0.402,646022000,15927450
0.415,1701360000,2023-12-01 00:00:00,0.414,0.416,0.41,387342900,9380669
0.414,1701273600,2023-11-30 00:00:00,0.413,0.416,0.412,363790700,8789318
0.414,1701187200,2023-11-29 00:00:00,0.416,0.418,0.412,356050700,8579232
0.416,1701100800,2023-11-28 00:00:00,0.41,0.417,0.408,426746700,10302400
0.41,1701014400,2023-11-27 00:00:00,0.413,0.414,0.409,330957900,8063128
0.414,1700755200,2023-11-24 00:00:00,0.415,0.417,0.412,330305100,7989519
0.416,1700668800,2023-11-23 00:00:00,0.413,0.416,0.412,344846900,8328386
0.414,1700582400,2023-11-22 00:00:00,0.419,0.42,0.413,338644300,8138054
0.419,1700496000,2023-11-21 00:00:00,0.422,0.424,0.419,385081700,9136462
0.42,1700409600,2023-11-20 00:00:00,0.418,0.422,0.415,377971600,9032403
0.417,1700150400,2023-11-17 00:00:00,0.414,0.417,0.413,370877200,8935914
0.416,1700064000,2023-11-16 00:00:00,0.422,0.423,0.415,384679700,9209664
0.422,1699977600,2023-11-15 00:00:00,0.425,0.427,0.421,368076400,8689819
0.42,1699891200,2023-11-14 00:00:00,0.418,0.423,0.417,314250900,7490537
0.418,1699804800,2023-11-13 00:00:00,0.423,0.424,0.416,398468300,9526790
0.422,1699545600,2023-11-10 00:00:00,0.42,0.424,0.418,294705100,7002313
0.422,1699459200,2023-11-09 00:00:00,0.427,0.431,0.422,380182800,8930391
0.427,1699372800,2023-11-08 00:00:00,0.423,0.431,0.422,669139100,15633400
0.424,1699286400,2023-11-07 00:00:00,0.424,0.427,0.422,441705300,10401600
0.425,1699200000,2023-11-06 00:00:00,0.418,0.427,0.418,696977900,16476600
0.415,1698940800,2023-11-03 00:00:00,0.411,0.418,0.411,486306800,11717460
0.41,1698854400,2023-11-02 00:00:00,0.415,0.417,0.41,383376800,9275314
0.414,1698768000,2023-11-01 00:00:00,0.418,0.419,0.41,473898700,11468830
0.418,1698681600,2023-10-31 00:00:00,0.417,0.42,0.413,497479100,11943450
0.421,1698595200,2023-10-30 00:00:00,0.406,0.421,0.405,1100604000,26366450
0.407,1698336000,2023-10-27 00:00:00,0.391,0.409,0.389,1083657000,27052590
0.392,1698249600,2023-10-26 00:00:00,0.387,0.393,0.386,462600800,11864940
0.389,1698163200,2023-10-25 00:00:00,0.397,0.398,0.387,1157662000,29518400
0.396,1698076800,2023-10-24 00:00:00,0.394,0.397,0.39,521978800,13261740
0.393,1697990400,2023-10-23 00:00:00,0.395,0.398,0.391,556589400,14121220
0.397,1697731200,2023-10-20 00:00:00,0.401,0.402,0.396,611218500,15339510
0.402,1697644800,2023-10-19 00:00:00,0.406,0.407,0.402,457718700,11330140
0.408,1697558400,2023-10-18 00:00:00,0.414,0.414,0.407,495635200,12111810
0.416,1697472000,2023-10-17 00:00:00,0.419,0.42,0.412,478534500,11557510
0.417,1697385600,2023-10-16 00:00:00,0.425,0.427,0.415,476531000,11347300
0.425,1697126400,2023-10-13 00:00:00,0.421,0.425,0.419,431241200,10193830
0.423,1697040000,2023-10-12 00:00:00,0.425,0.427,0.42,400495200,9461802
0.422,1696953600,2023-10-11 00:00:00,0.409,0.427,0.409,932312400,22138620
0.41,1696867200,2023-10-10 00:00:00,0.416,0.417,0.408,419117000,10201060
0.416,1696780800,2023-10-09 00:00:00,0.415,0.417,0.409,470464800,11386080
0.417,1695830400,2023-09-28 00:00:00,0.42,0.422,0.415,358391000,8589517
0.419,1695744000,2023-09-27 00:00:00,0.409,0.421,0.409,848818000,20353140
0.409,1695657600,2023-09-26 00:00:00,0.411,0.413,0.408,314486700,7665426
0.411,1695571200,2023-09-25 00:00:00,0.405,0.414,0.405,528463300,12879550
0.407,1695312000,2023-09-22 00:00:00,0.4,0.407,0.398,381630900,9487282
0.402,1695225600,2023-09-21 00:00:00,0.405,0.406,0.401,314983700,7818701
0.407,1695139200,2023-09-20 00:00:00,0.408,0.411,0.406,280739000,6884937
0.41,1695052800,2023-09-19 00:00:00,0.412,0.414,0.407,347885400,8497070
0.412,1694966400,2023-09-18 00:00:00,0.407,0.414,0.406,628575300,15294930
0.407,1694707200,2023-09-15 00:00:00,0.4,0.411,0.397,806664100,19892000
0.399,1694620800,2023-09-14 00:00:00,0.399,0.401,0.395,367360300,9227096
0.399,1694534400,2023-09-13 00:00:00,0.402,0.403,0.396,433850800,10880230
0.403,1694448000,2023-09-12 00:00:00,0.403,0.405,0.4,310149200,7704116
0.404,1694361600,2023-09-11 00:00:00,0.395,0.405,0.395,648751900,16158580
0.396,1694102400,2023-09-08 00:00:00,0.393,0.397,0.393,333883600,8450160
0.394,1694016000,2023-09-07 00:00:00,0.401,0.401,0.393,805996100,20359470
0.402,1693929600,2023-09-06 00:00:00,0.407,0.407,0.4,515228600,12811280
0.408,1693843200,2023-09-05 00:00:00,0.41,0.41,0.407,230960900,5658195
0.41,1693756800,2023-09-04 00:00:00,0.408,0.413,0.406,457519100,11173260
0.406,1693497600,2023-09-01 00:00:00,0.409,0.41,0.405,259081200,6375498
0.408,1693411200,2023-08-31 00:00:00,0.409,0.41,0.406,373990000,9177345
0.41,1693324800,2023-08-30 00:00:00,0.409,0.412,0.407,502529300,12273760
0.408,1693238400,2023-08-29 00:00:00,0.4,0.41,0.399,710610200,17530800
0.399,1693152000,2023-08-28 00:00:00,0.419,0.42,0.399,1040821000,25614820
0.397,1692892800,2023-08-25 00:00:00,0.4,0.402,0.395,576533600,14479600
0.402,1692806400,2023-08-24 00:00:00,0.392,0.404,0.391,665169300,16735590
0.391,1692720000,2023-08-23 00:00:00,0.398,0.399,0.39,677883400,17193600
0.399,1692633600,2023-08-22 00:00:00,0.403,0.404,0.394,1112232000,27936900
0.402,1692547200,2023-08-21 00:00:00,0.402,0.408,0.4,585767100,14523760
0.404,1692288000,2023-08-18 00:00:00,0.411,0.412,0.403,745924200,18338470
0.412,1692201600,2023-08-17 00:00:00,0.409,0.412,0.406,532367400,13014370
0.411,1692115200,2023-08-16 00:00:00,0.409,0.416,0.408,512054600,12419300
0.41,1692028800,2023-08-15 00:00:00,0.413,0.414,0.407,646924000,15792920
0.414,1691942400,2023-08-14 00:00:00,0.413,0.415,0.409,584574700,14214360
0.416,1691683200,2023-08-11 00:00:00,0.42,0.423,0.415,475176900,11349850
0.421,1691596800,2023-08-10 00:00:00,0.419,0.422,0.416,381382400,9110597
0.419,1691510400,2023-08-09 00:00:00,0.411,0.423,0.411,925848400,22126980
0.414,1691424000,2023-08-08 00:00:00,0.411,0.415,0.409,681810100,16545780
0.414,1691337600,2023-08-07 00:00:00,0.424,0.425,0.412,1430470000,34461890
0.427,1691078400,2023-08-04 00:00:00,0.43,0.432,0.425,557240300,13040700
0.429,1690992000,2023-08-03 00:00:00,0.42,0.429,0.419,620526100,14601120
0.422,1690905600,2023-08-02 00:00:00,0.427,0.428,0.42,727239900,17177630
0.429,1690819200,2023-08-01 00:00:00,0.43,0.436,0.427,602509800,13964880
0.43,1690732800,2023-07-31 00:00:00,0.434,0.437,0.428,806783500,18637310
0.432,1690473600,2023-07-28 00:00:00,0.425,0.433,0.423,772744200,18057540
0.428,1690387200,2023-07-27 00:00:00,0.428,0.429,0.425,372115000,8718260
0.428,1690300800,2023-07-26 00:00:00,0.423,0.43,0.423,590801500,13823880
0.426,1690214400,2023-07-25 00:00:00,0.424,0.426,0.42,608946600,14383110
0.42,1690128000,2023-07-24 00:00:00,0.418,0.424,0.418,508617000,12073520
0.42,1689868800,2023-07-21 00:00:00,0.414,0.423,0.413,591118100,14120300
0.414,1689782400,2023-07-20 00:00:00,0.416,0.419,0.414,379406200,9108890
0.416,1689696000,2023-07-19 00:00:00,0.416,0.418,0.413,370880700,8936210
0.416,1689609600,2023-07-18 00:00:00,0.417,0.418,0.413,373121200,8985222
0.416,1689523200,2023-07-17 00:00:00,0.421,0.422,0.415,471907700,11319460
0.423,1689264000,2023-07-14 00:00:00,0.424,0.426,0.422,279801200,6607392
0.424,1689177600,2023-07-13 00:00:00,0.417,0.426,0.416,717414500,16965880
0.416,1689091200,2023-07-12 00:00:00,0.419,0.419,0.414,345953300,8298238
0.419,1689004800,2023-07-11 00:00:00,0.418,0.42,0.415,310172800,7427302
0.417,1688918400,2023-07-10 00:00:00,0.416,0.421,0.415,433509500,10366500
0.415,1688659200,2023-07-07 00:00:00,0.415,0.417,0.413,506341400,12209080
0.417,1688572800,2023-07-06 00:00:00,0.421,0.422,0.416,556596600,13303030
0.423,1688486400,2023-07-05 00:00:00,0.425,0.426,0.421,342738900,8106836
0.427,1688400000,2023-07-04 00:00:00,0.423,0.427,0.42,721236700,17008220
0.424,1688313600,2023-07-03 00:00:00,0.422,0.425,0.42,454266600,10742810
0.423,1688054400,2023-06-30 00:00:00,0.418,0.425,0.418,346690700,8217340
0.419,1687968000,2023-06-29 00:00:00,0.422,0.423,0.417,480238000,11448000
0.422,1687881600,2023-06-28 00:00:00,0.425,0.426,0.42,442675100,10487570
0.425,1687795200,2023-06-27 00:00:00,0.424,0.429,0.422,436629100,10269660
0.423,1687708800,2023-06-26 00:00:00,0.423,0.426,0.42,481918100,11392530
0.427,1687276800,2023-06-21 00:00:00,0.437,0.437,0.425,744850200,17362530
0.439,1687190400,2023-06-20 00:00:00,0.441,0.444,0.437,304280700,6918846
0.441,1687104000,2023-06-19 00:00:00,0.445,0.445,0.44,328178800,7422268
0.446,1686844800,2023-06-16 00:00:00,0.446,0.448,0.443,535308800,12013500
0.445,1686758400,2023-06-15 00:00:00,0.435,0.449,0.434,707125200,16048380
0.435,1686672000,2023-06-14 00:00:00,0.435,0.44,0.433,437161700,10016420
0.435,1686585600,2023-06-13 00:00:00,0.433,0.437,0.431,354177700,8167577
0.434,1686499200,2023-06-12 00:00:00,0.433,0.436,0.429,366558300,8462274
0.434,1686240000,2023-06-09 00:00:00,0.428,0.437,0.427,418335600,9660013
0.428,1686153600,2023-06-08 00:00:00,0.43,0.431,0.426,438610300,10248280
0.431,1686067200,2023-06-07 00:00:00,0.436,0.437,0.428,528512000,12230340
0.435,1685980800,2023-06-06 00:00:00,0.444,0.445,0.434,589785900,13445730
0.445,1685894400,2023-06-05 00:00:00,0.449,0.449,0.443,281869100,6336195
0.449,1685635200,2023-06-02 00:00:00,0.448,0.451,0.445,362458800,8083083
0.446,1685548800,2023-06-01 00:00:00,0.442,0.45,0.44,380338900,8534560
0.443,1685462400,2023-05-31 00:00:00,0.446,0.45,0.441,350955200,7890305
0.448,1685376000,2023-05-30 00:00:00,0.451,0.453,0.44,510103400,11435800
0.452,1685289600,2023-05-29 00:00:00,0.453,0.456,0.448,359456500,7969845
0.453,1685030400,2023-05-26 00:00:00,0.455,0.456,0.451,428211200,9444573
0.456,1684944000,2023-05-25 00:00:00,0.457,0.457,0.451,396326300,8730412
0.458,1684857600,2023-05-24 00:00:00,0.46,0.461,0.456,285291600,6225778
0.462,1684771200,2023-05-23 00:00:00,0.464,0.468,0.461,334245400,7194030
0.464,1684684800,2023-05-22 00:00:00,0.461,0.467,0.459,356269900,7691131
0.46,1684425600,2023-05-19 00:00:00,0.455,0.463,0.453,329971500,7189564
0.456,1684339200,2023-05-18 00:00:00,0.46,0.461,0.454,325410600,7117295
0.46,1684252800,2023-05-17 00:00:00,0.464,0.464,0.458,316809100,6883602
0.463,1684166400,2023-05-16 00:00:00,0.464,0.466,0.462,326951100,7047097
0.464,1684080000,2023-05-15 00:00:00,0.455,0.464,0.454,372378500,8116097
0.455,1683820800,2023-05-12 00:00:00,0.457,0.461,0.454,311269600,6815541
0.457,1683734400,2023-05-11 00:00:00,0.456,0.463,0.456,423968900,9233693
0.456,1683648000,2023-05-10 00:00:00,0.451,0.458,0.449,420871000,9270528
0.451,1683561600,2023-05-09 00:00:00,0.459,0.46,0.451,578412500,12710080
0.46,1683475200,2023-05-08 00:00:00,0.461,0.462,0.454,591498300,12943720
0.46,1683216000,2023-05-05 00:00:00,0.466,0.467,0.458,461707000,10022340
0.467,1683129600,2023-05-04 00:00:00,0.47,0.472,0.464,500971000,10739640
0.472,1682611200,2023-04-28 00:00:00,0.472,0.474,0.468,570643200,12123380
0.47,1682524800,2023-04-27 00:00:00,0.465,0.474,0.464,487142700,10391460
0.465,1682438400,2023-04-26 00:00:00,0.461,0.469,0.46,551501200,11840940
0.463,1682352000,2023-04-25 00:00:00,0.473,0.474,0.459,902654300,19427350
0.474,1682265600,2023-04-24 00:00:00,0.484,0.485,0.47,1034154000,21720810
0.483,1682006400,2023-04-21 00:00:00,0.489,0.492,0.482,667490900,13729070
0.491,1681920000,2023-04-20 00:00:00,0.5,0.502,0.488,858640900,17381360
0.5,1681833600,2023-04-19 00:00:00,0.504,0.506,0.5,671729900,13394020
0.505,1681747200,2023-04-18 00:00:00,0.506,0.507,0.503,753484700,14921940
0.511,1681660800,2023-04-17 00:00:00,0.51,0.512,0.506,546419500,10731500
0.512,1681401600,2023-04-14 00:00:00,0.514,0.52,0.509,829347700,16155340
0.512,1681315200,2023-04-13 00:00:00,0.502,0.514,0.498,709396300,13966030
0.504,1681228800,2023-04-12 00:00:00,0.506,0.51,0.502,552185000,10942940
0.508,1681142400,2023-04-11 00:00:00,0.51,0.515,0.504,594120800,11673730
0.51,1681056000,2023-04-10 00:00:00,0.511,0.515,0.508,812713900,15897740
0.509,1680796800,2023-04-07 00:00:00,0.495,0.509,0.493,929566900,18428990
0.495,1680710400,2023-04-06 00:00:00,0.49,0.495,0.489,533871600,10838570
0.491,1680537600,2023-04-04 00:00:00,0.491,0.491,0.485,732307700,15011660
0.492,1680451200,2023-04-03 00:00:00,0.497,0.498,0.488,954074000,19414180
0.498,1680192000,2023-03-31 00:00:00,0.498,0.498,0.498,444035300,8929043
0.501,1680105600,2023-03-30 00:00:00,0.498,0.503,0.495,386448800,7730170
0.498,1680019200,2023-03-29 00:00:00,0.504,0.505,0.497,363584800,7277825
0.503,1679932800,2023-03-28 00:00:00,0.503,0.507,0.501,388517200,7702092
0.503,1679846400,2023-03-27 00:00:00,0.494,0.506,0.488,579117200,11583980
0.494,1679587200,2023-03-24 00:00:00,0.497,0.5,0.492,384846700,7762292
0.496,1679500800,2023-03-23 00:00:00,0.493,0.498,0.492,294659300,5956951
0.495,1679414400,2023-03-22 00:00:00,0.495,0.498,0.491,440871200,8908577
0.494,1679328000,2023-03-21 00:00:00,0.479,0.494,0.478,555029100,11362890
0.478,1679241600,2023-03-20 00:00:00,0.481,0.483,0.473,479932700,10055080
0.483,1678982400,2023-03-17 00:00:00,0.495,0.495,0.48,713912600,14687790
0.493,1678896000,2023-03-16 00:00:00,0.493,0.498,0.49,360439500,7296124
0.495,1678809600,2023-03-15 00:00:00,0.501,0.504,0.494,453672700,9084133
0.499,1678723200,2023-03-14 00:00:00,0.498,0.502,0.494,323780400,6493183
0.499,1678636800,2023-03-13 00:00:00,0.499,0.501,0.496,315391800,6323433
